countyname,year,total,party,pct,fips
BROWN,1904,9154,PEOPLE'S,0.08739348918505571,NA
BROWN,1904,9154,PROHIBITION,1.190736290146384,NA
BROWN,1904,9154,SOCIALIST LABOR,0.1529386060738475,NA
BROWN,1904,9154,SOCIAL DEMOCRAT,3.5940572427354165,NA
BROWN,1908,8954,DEMOCRAT,37.45811927630109,NA
BROWN,1908,8954,MODERN REPUBLICAN,55.24905070359616,NA
BROWN,1908,8954,PROHIBITION,1.4406968952423498,NA
BROWN,1908,8954,SOCIALIST LABOR,0.08934554389099844,NA
BROWN,1908,8954,SOCIAL DEMOCRAT,5.762787580969399,NA
BROWN,1912,8437,DEMOCRAT,42.15953537987436,NA
BROWN,1912,8437,MODERN REPUBLICAN,32.76045987910395,NA
BROWN,1912,8437,INDEPENDENT,0.11852554225435581,NA
BROWN,1912,8437,PROHIBITION,1.671210145786417,NA
BROWN,1912,8437,SOCIAL DEMOCRAT,6.744103354272846,NA
BROWN,1912,8437,PROGRESSIVE INDEPENDENT,16.54616569870807,NA
BROWN,1916,10324,DEMOCRAT,55.89887640449438,NA
BROWN,1916,10324,MODERN REPUBLICAN,40.02324680356451,NA
BROWN,1916,10324,PROHIBITION,1.9469197985277025,NA
BROWN,1916,10324,SOCIALIST,2.1309569934134056,NA
BROWN,1920,14352,DEMOCRAT,27.062430323299893,NA
BROWN,1920,14352,MODERN REPUBLICAN,61.62904124860646,NA
BROWN,1920,14352,PROHIBITION,0.8500557413600892,NA
BROWN,1920,14352,SOCIALIST,10.458472686733558,NA
BROWN,1924,20087,DEMOCRAT,11.589585303927914,NA
BROWN,1924,20087,MODERN REPUBLICAN,37.890177726888034,NA
BROWN,1924,20087,PROHIBITION,0.2439388659331906,NA
BROWN,1924,20087,PROGRESSIVE,49.902922288046994,NA
BROWN,1924,20087,SOCIALIST LABOR,0.03484840941902723,NA
BROWN,1924,20087,WORKERS PARTY OF AMERICA,0.3036789963658087,NA
BROWN,1924,20087,COMMONWEALTH LAND PARTY,0.03484840941902723,NA
BUFFALO,1892,3079,DEMOCRAT,45.24196167586879,NA
BUFFALO,1892,3079,MODERN REPUBLICAN,49.464111724585905,NA
BUFFALO,1892,3079,PEOPLE'S,3.345241961675869,NA
BUFFALO,1892,3079,PROHIBITION,1.948684637869438,NA
BUFFALO,1896,3718,DEMOCRAT,35.018827326519634,NA
BUFFALO,1896,3718,MODERN REPUBLICAN,61.88811188811189,NA
BUFFALO,1896,3718,PROHIBITION,1.64066702528241,NA
BUFFALO,1896,3718,SOCIALIST LABOR,0.026896180742334585,NA
BUFFALO,1896,3718,NATIONAL PARTY,0.05379236148466917,NA
BUFFALO,1896,3718,NATIONAL DEMOCRAT,1.371705217859064,NA
BUFFALO,1900,3351,DEMOCRAT,35.95941509997016,NA
BUFFALO,1900,3351,MODERN REPUBLICAN,62.39928379588182,NA
BUFFALO,1900,3351,PROHIBITION,1.6413011041480154,NA
BUFFALO,1904,3141,DEMOCRAT,29.003502069404647,NA
BUFFALO,1904,3141,MODERN REPUBLICAN,68.35402737981534,NA
BUFFALO,1904,3141,PEOPLE'S,0.28653295128939826,NA
BUFFALO,1904,3141,PROHIBITION,2.037567653613499,NA
BUFFALO,1904,3141,SOCIAL DEMOCRAT,0.3183699458771092,NA
BUFFALO,1908,3040,DEMOCRAT,33.78289473684211,NA
BUFFALO,1908,3040,MODERN REPUBLICAN,63.71710526315789,NA
BUFFALO,1908,3040,PROHIBITION,1.8421052631578945,NA
BUFFALO,1908,3040,SOCIAL DEMOCRAT,0.6578947368421052,NA
BUFFALO,1912,2547,DEMOCRAT,33.294071456615626,NA
BUFFALO,1912,2547,MODERN REPUBLICAN,48.64546525323911,NA
BUFFALO,1912,2547,INDEPENDENT,0.11778563015312131,NA
BUFFALO,1912,2547,PROHIBITION,1.5704750687082842,NA
BUFFALO,1912,2547,SOCIAL DEMOCRAT,1.76678445229682,NA
BUFFALO,1912,2547,PROGRESSIVE INDEPENDENT,14.605418138987044,NA
BUFFALO,1916,2639,DEMOCRAT,39.52254641909814,NA
BUFFALO,1916,2639,MODERN REPUBLICAN,56.53656688139447,NA
BUFFALO,1916,2639,PROHIBITION,1.477832512315271,NA
BUFFALO,1916,2639,SOCIALIST,2.4630541871921183,NA
BUFFALO,1920,3610,DEMOCRAT,8.310249307479225,NA
BUFFALO,1920,3610,MODERN REPUBLICAN,85.37396121883657,NA
BUFFALO,1920,3610,PROHIBITION,1.551246537396122,NA
BUFFALO,1920,3610,SOCIALIST,4.7645429362880884,NA
BUFFALO,1924,4011,DEMOCRAT,4.512590376464722,NA
BUFFALO,1924,4011,MODERN REPUBLICAN,33.00922463226128,NA
BUFFALO,1924,4011,PROHIBITION,0.17452006980802792,NA
BUFFALO,1924,4011,PROGRESSIVE,61.68037895786587,NA
BUFFALO,1924,4011,SOCIALIST LABOR,0.02493143854400399,NA
BUFFALO,1924,4011,WORKERS PARTY OF AMERICA,0.5734230865120917,NA
BUFFALO,1924,4011,COMMONWEALTH LAND PARTY,0.02493143854400399,NA
BURNETT,1892,716,DEMOCRAT,7.681564245810056,NA
BURNETT,1892,716,MODERN REPUBLICAN,56.70391061452514,NA
BURNETT,1892,716,PEOPLE'S,12.849162011173185,NA
BURNETT,1892,716,PROHIBITION,22.765363128491618,NA
BURNETT,1896,1185,DEMOCRAT,29.451476793248943,NA
BURNETT,1896,1185,MODERN REPUBLICAN,67.51054852320675,NA
BURNETT,1896,1185,PROHIBITION,2.3628691983122363,NA
BURNETT,1896,1185,SOCIALIST LABOR,0.25316455696202533,NA
BURNETT,1896,1185,NATIONAL PARTY,0.08438818565400844,NA
BURNETT,1896,1185,NATIONAL DEMOCRAT,0.33755274261603374,NA
BURNETT,1900,1386,DEMOCRAT,15.728715728715729,NA
BURNETT,1900,1386,MODERN REPUBLICAN,80.23088023088023,NA
BURNETT,1900,1386,PROHIBITION,3.463203463203463,NA
BURNETT,1900,1386,SOCIALIST LABOR,0.4329004329004329,NA
BURNETT,1900,1386,SOCIAL DEMOCRAT,0.1443001443001443,NA
BURNETT,1904,1459,DEMOCRAT,5.6202878684030155,NA
BURNETT,1904,1459,MODERN REPUBLICAN,86.49760109664153,NA
BURNETT,1904,1459,PEOPLE'S,0.616860863605209,NA
BURNETT,1904,1459,PROHIBITION,4.592186429061001,NA
BURNETT,1904,1459,SOCIALIST LABOR,0.205620287868403,NA
BURNETT,1904,1459,SOCIAL DEMOCRAT,2.467443454420836,NA
BURNETT,1908,1636,DEMOCRAT,18.09290953545232,NA
BURNETT,1908,1636,MODERN REPUBLICAN,72.1882640586797,NA
BURNETT,1908,1636,PROHIBITION,5.684596577017115,NA
BURNETT,1908,1636,SOCIALIST LABOR,0.061124694376528114,NA
BURNETT,1908,1636,SOCIAL DEMOCRAT,3.973105134474328,NA
BURNETT,1912,1507,DEMOCRAT,20.23888520238885,NA
BURNETT,1912,1507,MODERN REPUBLICAN,26.741871267418716,NA
BURNETT,1912,1507,INDEPENDENT,0.46449900464499,NA
BURNETT,1912,1507,PROHIBITION,3.3178500331785004,NA
BURNETT,1912,1507,SOCIAL DEMOCRAT,11.413404114134043,NA
BURNETT,1912,1507,PROGRESSIVE INDEPENDENT,37.8234903782349,NA
BURNETT,1916,1866,DEMOCRAT,34.19078242229367,NA
BURNETT,1916,1866,MODERN REPUBLICAN,53.965702036441584,NA
BURNETT,1916,1866,PROHIBITION,2.786709539121115,NA
BURNETT,1916,1866,SOCIALIST,9.056806002143624,NA
BURNETT,1920,2548,DEMOCRAT,7.456828885400315,NA
BURNETT,1920,2548,MODERN REPUBLICAN,79.47409733124019,NA
BURNETT,1920,2548,PROHIBITION,2.2762951334379906,NA
BURNETT,1920,2548,SOCIALIST,10.792778649921507,NA
BURNETT,1924,3157,DEMOCRAT,2.4390243902439024,NA
BURNETT,1924,3157,MODERN REPUBLICAN,30.345264491605956,NA
BURNETT,1924,3157,PROHIBITION,0.5068102629078239,NA
BURNETT,1924,3157,PROGRESSIVE,66.13873930947102,NA
BURNETT,1924,3157,SOCIALIST LABOR,0.031675641431738996,NA
BURNETT,1924,3157,WORKERS PARTY OF AMERICA,0.5384859043395629,NA
CALUMET,1892,2881,DEMOCRAT,64.6650468587296,NA
CALUMET,1892,2881,MODERN REPUBLICAN,31.551544602568555,NA
CALUMET,1892,2881,PEOPLE'S,2.8809441166261713,NA
CALUMET,1892,2881,PROHIBITION,0.9024644220756682,NA
CALUMET,1896,3474,DEMOCRAT,53.799654576856646,NA
CALUMET,1896,3474,MODERN REPUBLICAN,44.5308002302821,NA
CALUMET,1896,3474,PROHIBITION,0.8059873344847437,NA
CALUMET,1896,3474,SOCIALIST LABOR,0.05757052389176742,NA
CALUMET,1896,3474,NATIONAL PARTY,0.02878526194588371,NA
CALUMET,1896,3474,NATIONAL DEMOCRAT,0.7772020725388601,NA
CALUMET,1900,3616,DEMOCRAT,52.820796460176986,NA
CALUMET,1900,3616,MODERN REPUBLICAN,45.10508849557522,NA
CALUMET,1900,3616,PROHIBITION,1.4933628318584071,NA
CALUMET,1900,3616,SOCIAL DEMOCRAT,0.5807522123893806,NA
CALUMET,1904,3157,DEMOCRAT,39.847956921127654,NA
CALUMET,1904,3157,MODERN REPUBLICAN,54.957237884067155,NA
CALUMET,1904,3157,PEOPLE'S,0.2850807728856509,NA
CALUMET,1904,3157,PROHIBITION,1.2036743744060818,NA
CALUMET,1904,3157,SOCIAL DEMOCRAT,3.7060500475134623,NA
CALUMET,1908,3402,DEMOCRAT,50.293944738389186,NA
CALUMET,1908,3402,MODERN REPUBLICAN,46.32569077013521,NA
CALUMET,1908,3402,PROHIBITION,0.8818342151675485,NA
CALUMET,1908,3402,SOCIAL DEMOCRAT,2.498530276308054,NA
CALUMET,1912,2860,DEMOCRAT,47.76223776223777,NA
CALUMET,1912,2860,MODERN REPUBLICAN,32.552447552447546,NA
CALUMET,1912,2860,INDEPENDENT,0.24475524475524477,NA
CALUMET,1912,2860,PROHIBITION,0.5944055944055944,NA
CALUMET,1912,2860,SOCIAL DEMOCRAT,2.972027972027972,NA
CALUMET,1912,2860,PROGRESSIVE INDEPENDENT,15.874125874125875,NA
CALUMET,1916,3461,DEMOCRAT,39.930655879803524,NA
CALUMET,1916,3461,MODERN REPUBLICAN,57.18000577867668,NA
CALUMET,1916,3461,PROHIBITION,0.6934412019647501,NA
CALUMET,1916,3461,SOCIALIST,2.1958971395550417,NA
CALUMET,1920,4761,DEMOCRAT,12.203318630539803,NA
CALUMET,1920,4761,MODERN REPUBLICAN,78.34488552825036,NA
CALUMET,1920,4761,PROHIBITION,0.7351396765385423,NA
CALUMET,1920,4761,SOCIALIST,8.716656164671289,NA
CALUMET,1924,5048,DEMOCRAT,11.29160063391442,NA
CALUMET,1924,5048,MODERN REPUBLICAN,18.581616481774958,NA
CALUMET,1924,5048,PROHIBITION,0.277337559429477,NA
CALUMET,1924,5048,PROGRESSIVE,69.39381933438986,NA
CALUMET,1924,5048,WORKERS PARTY OF AMERICA,0.39619651347068147,NA
CALUMET,1924,5048,COMMONWEALTH LAND PARTY,0.05942947702060222,NA
CHIPPEWA,1892,5003,DEMOCRAT,50.56965820507695,NA
CHIPPEWA,1892,5003,MODERN REPUBLICAN,39.47631421147312,NA
CHIPPEWA,1892,5003,PEOPLE'S,6.316210273835699,NA
CHIPPEWA,1892,5003,PROHIBITION,3.6378173096142317,NA
CHIPPEWA,1896,6657,DEMOCRAT,43.99879825747334,NA
CHIPPEWA,1896,6657,MODERN REPUBLICAN,54.093435481448104,NA
CHIPPEWA,1896,6657,PROHIBITION,1.2618296529968454,NA
CHIPPEWA,1896,6657,SOCIALIST LABOR,0.09013068949977468,NA
CHIPPEWA,1896,6657,NATIONAL PARTY,0.03004356316659156,NA
CHIPPEWA,1896,6657,NATIONAL DEMOCRAT,0.5257623554153523,NA
CHIPPEWA,1900,6812,DEMOCRAT,35.907222548443926,NA
CHIPPEWA,1900,6812,MODERN REPUBLICAN,61.87610099823841,NA
CHIPPEWA,1900,6812,PROHIBITION,2.055196711685261,NA
CHIPPEWA,1900,6812,SOCIALIST LABOR,0.02935995302407516,NA
CHIPPEWA,1900,6812,SOCIAL DEMOCRAT,0.13211978860833823,NA
CHIPPEWA,1904,5631,DEMOCRAT,29.657254484105845,NA
CHIPPEWA,1904,5631,MODERN REPUBLICAN,66.48907831646244,NA
CHIPPEWA,1904,5631,PEOPLE'S,0.21310602024507191,NA
CHIPPEWA,1904,5631,PROHIBITION,2.503995737879595,NA
CHIPPEWA,1904,5631,SOCIALIST LABOR,0.0887941751021133,NA
CHIPPEWA,1904,5631,SOCIAL DEMOCRAT,1.047771266204937,NA
CHIPPEWA,1908,5969,DEMOCRAT,36.90735466577316,NA
CHIPPEWA,1908,5969,MODERN REPUBLICAN,59.07187133523203,NA
CHIPPEWA,1908,5969,PROHIBITION,2.4794772993801306,NA
CHIPPEWA,1908,5969,SOCIALIST LABOR,0.03350644999162339,NA
CHIPPEWA,1908,5969,SOCIAL DEMOCRAT,1.5077902496230524,NA
CHIPPEWA,1912,5117,DEMOCRAT,39.63259722493649,NA
CHIPPEWA,1912,5117,MODERN REPUBLICAN,33.926128590971274,NA
CHIPPEWA,1912,5117,INDEPENDENT,0.1172562048075044,NA
CHIPPEWA,1912,5117,PROHIBITION,2.208325190541333,NA
CHIPPEWA,1912,5117,SOCIAL DEMOCRAT,1.9933554817275747,NA
CHIPPEWA,1912,5117,PROGRESSIVE INDEPENDENT,22.12233730701583,NA
CHIPPEWA,1916,5716,DEMOCRAT,39.065780265920225,NA
CHIPPEWA,1916,5716,MODERN REPUBLICAN,58.15255423372988,NA
CHIPPEWA,1916,5716,PROHIBITION,1.5395381385584324,NA
CHIPPEWA,1916,5716,SOCIALIST,1.2421273617914625,NA
CHIPPEWA,1920,8181,DEMOCRAT,13.55580002444689,NA
CHIPPEWA,1920,8181,MODERN REPUBLICAN,82.50825082508251,NA
CHIPPEWA,1920,8181,PROHIBITION,1.662388461068329,NA
CHIPPEWA,1920,8181,SOCIALIST,2.2735606894022737,NA
CHIPPEWA,1924,12305,DEMOCRAT,4.518488419341731,NA
CHIPPEWA,1924,12305,MODERN REPUBLICAN,41.73100365704998,NA
CHIPPEWA,1924,12305,PROHIBITION,0.26818366517675746,NA
CHIPPEWA,1924,12305,PROGRESSIVE,52.962210483543274,NA
CHIPPEWA,1924,12305,SOCIALIST LABOR,0.016253555465258022,NA
CHIPPEWA,1924,12305,WORKERS PARTY OF AMERICA,0.47135310849248274,NA
CHIPPEWA,1924,12305,COMMONWEALTH LAND PARTY,0.032507110930516045,NA
CLARK,1892,3958,DEMOCRAT,43.2289034866094,NA
CLARK,1892,3958,MODERN REPUBLICAN,51.51591712986357,NA
CLARK,1892,3958,PEOPLE'S,1.1874684183931279,NA
CLARK,1892,3958,PROHIBITION,4.067710965133906,NA
CLARK,1896,4795,DEMOCRAT,27.48696558915537,NA
CLARK,1896,4795,MODERN REPUBLICAN,69.40563086548488,NA
CLARK,1896,4795,PROHIBITION,2.0229405630865482,NA
CLARK,1896,4795,SOCIALIST LABOR,0.2502606882168926,NA
CLARK,1896,4795,NATIONAL PARTY,0.020855057351407715,NA
CLARK,1896,4795,NATIONAL DEMOCRAT,0.81334723670490106,NA
CLARK,1900,5167,DEMOCRAT,22.392103735242888,NA
CLARK,1900,5167,MODERN REPUBLICAN,74.78227211147667,NA
CLARK,1900,5167,PROHIBITION,2.3998451712792725,NA
CLARK,1900,5167,SOCIALIST LABOR,0.1354751306367331,NA
CLARK,1900,5167,SOCIAL DEMOCRAT,0.2903038513644281,NA
CLARK,1904,5406,DEMOCRAT,19.42286348501665,NA
CLARK,1904,5406,MODERN REPUBLICAN,75.67517573066964,NA
CLARK,1904,5406,PEOPLE'S,0.01849796522382538,NA
CLARK,1904,5406,PROHIBITION,3.4036256011838697,NA
CLARK,1904,5406,SOCIALIST LABOR,0.01849796522382538,NA
CLARK,1904,5406,SOCIAL DEMOCRAT,1.4613392526822049,NA
CLARK,1908,5311,DEMOCRAT,29.674260967802674,NA
CLARK,1908,5311,MODERN REPUBLICAN,65.7315006590096,NA
CLARK,1908,5311,PROHIBITION,2.861984560346451,NA
CLARK,1908,5311,SOCIAL DEMOCRAT,1.7322538128412728,NA
CLARK,1912,4462,DEMOCRAT,34.24473330345137,NA
CLARK,1912,4462,MODERN REPUBLICAN,45.60735096369341,NA
CLARK,1912,4462,PROHIBITION,2.4204392649036306,NA
CLARK,1912,4462,SOCIAL DEMOCRAT,3.204840878529807,NA
CLARK,1912,4462,PROGRESSIVE INDEPENDENT,14.522635589421784,NA
CLARK,1916,5199,DEMOCRAT,31.04443162146567,NA
CLARK,1916,5199,MODERN REPUBLICAN,64.83939219080592,NA
CLARK,1916,5199,PROHIBITION,1.6156953260242353,NA
CLARK,1916,5199,SOCIALIST,2.5004808617041743,NA
CLARK,1920,7836,DEMOCRAT,9.545686574783051,NA
CLARK,1920,7836,MODERN REPUBLICAN,79.70903522205207,NA
CLARK,1920,7836,PROHIBITION,1.914241960183767,NA
CLARK,1920,7836,SOCIALIST,8.831036242981114,NA
CLARK,1924,10000,DEMOCRAT,5.45,NA
CLARK,1924,10000,MODERN REPUBLICAN,31.3,NA
CLARK,1924,10000,PROHIBITION,0.37,NA
CLARK,1924,10000,PROGRESSIVE,62.08,NA
CLARK,1924,10000,SOCIALIST LABOR,0.01,NA
CLARK,1924,10000,WORKERS PARTY OF AMERICA,0.76,NA
CLARK,1924,10000,COMMONWEALTH LAND PARTY,0.03,NA
COLUMBIA,1892,6728,DEMOCRAT,43.95065398335315,NA
COLUMBIA,1892,6728,MODERN REPUBLICAN,49.25683709869204,NA
COLUMBIA,1892,6728,PEOPLE'S,0.713436385255648,NA
COLUMBIA,1892,6728,PROHIBITION,6.0790725326991675,NA
COLUMBIA,1896,7622,DEMOCRAT,31.225400157438994,NA
COLUMBIA,1896,7622,MODERN REPUBLICAN,63.56599317764366,NA
COLUMBIA,1896,7622,PROHIBITION,3.673576489110469,NA
COLUMBIA,1896,7622,SOCIALIST LABOR,0.09183941222776174,NA
COLUMBIA,1896,7622,NATIONAL PARTY,0.026239832065074783,NA
COLUMBIA,1896,7622,NATIONAL DEMOCRAT,1.4169509315140383,NA
COLUMBIA,1900,7249,DEMOCRAT,30.08690853910884,NA
COLUMBIA,1900,7249,MODERN REPUBLICAN,65.70561456752657,NA
COLUMBIA,1900,7249,PROHIBITION,3.890191750586288,NA
COLUMBIA,1900,7249,SOCIALIST LABOR,0.027590012415505585,NA
COLUMBIA,1900,7249,SOCIAL DEMOCRAT,0.2896951303628087,NA
COLUMBIA,1904,7004,DEMOCRAT,27.22729868646488,NA
COLUMBIA,1904,7004,MODERN REPUBLICAN,67.53283837806967,NA
COLUMBIA,1904,7004,PEOPLE'S,0.04283266704740148,NA
COLUMBIA,1904,7004,PROHIBITION,2.941176470588235,NA
COLUMBIA,1904,7004,SOCIAL DEMOCRAT,2.2558537978298117,NA
COLUMBIA,1908,6773,DEMOCRAT,34.888527978739106,NA
COLUMBIA,1908,6773,MODERN REPUBLICAN,60.12106895024362,NA
COLUMBIA,1908,6773,PROHIBITION,2.923372213199469,NA
COLUMBIA,1908,6773,SOCIAL DEMOCRAT,2.067030857817806,NA
COLUMBIA,1912,5788,DEMOCRAT,42.726330338631655,NA
COLUMBIA,1912,5788,MODERN REPUBLICAN,42.553559087767795,NA
COLUMBIA,1912,5788,PROHIBITION,2.5570145127850727,NA
COLUMBIA,1912,5788,SOCIAL DEMOCRAT,2.0905321354526607,NA
COLUMBIA,1912,5788,PROGRESSIVE INDEPENDENT,10.07256392536282,NA
COLUMBIA,1916,5902,DEMOCRAT,38.952897322941375,NA
COLUMBIA,1916,5902,MODERN REPUBLICAN,57.52287360216876,NA
COLUMBIA,1916,5902,PROHIBITION,2.134869535750593,NA
COLUMBIA,1916,5902,SOCIALIST,1.3893595391392748,NA
COLUMBIA,1920,8890,DEMOCRAT,13.59955005624297,NA
COLUMBIA,1920,8890,MODERN REPUBLICAN,83.17210348706412,NA
COLUMBIA,1920,8890,PROHIBITION,1.4623172103487065,NA
COLUMBIA,1920,8890,SOCIALIST,1.766029246344207,NA
COLUMBIA,1924,11695,DEMOCRAT,7.806755023514322,NA
COLUMBIA,1924,11695,MODERN REPUBLICAN,40.393330483112436,NA
COLUMBIA,1924,11695,PROHIBITION,0.3420265070542967,NA
COLUMBIA,1924,11695,PROGRESSIVE,51.03035485250107,NA
COLUMBIA,1924,11695,SOCIALIST LABOR,0.017101325352714837,NA
COLUMBIA,1924,11695,WORKERS PARTY OF AMERICA,0.3933304831124412,NA
COLUMBIA,1924,11695,COMMONWEALTH LAND PARTY,0.017101325352714837,NA
CRAWFORD,1892,3460,DEMOCRAT,46.67630057803468,NA
CRAWFORD,1892,3460,MODERN REPUBLICAN,49.91329479768786,NA
CRAWFORD,1892,3460,PEOPLE'S,2.283236994219653,NA
CRAWFORD,1892,3460,PROHIBITION,1.1271676300578035,NA
CRAWFORD,1896,3897,DEMOCRAT,38.72209391839877,NA
CRAWFORD,1896,3897,MODERN REPUBLICAN,59.609956376700026,NA
CRAWFORD,1896,3897,PROHIBITION,0.9751090582499358,NA
CRAWFORD,1896,3897,SOCIALIST LABOR,0.051321529381575574,NA
CRAWFORD,1896,3897,NATIONAL PARTY,0.025660764690787787,NA
CRAWFORD,1896,3897,NATIONAL DEMOCRAT,0.6158583525789069,NA
CRAWFORD,1900,3731,DEMOCRAT,36.26373626373626,NA
CRAWFORD,1900,3731,MODERN REPUBLICAN,62.53015277405522,NA
CRAWFORD,1900,3731,PROHIBITION,1.1793084963816671,NA
CRAWFORD,1900,3731,SOCIALIST LABOR,0.02680246582685607,NA
CRAWFORD,1904,3731,DEMOCRAT,36.50495845617797,NA
CRAWFORD,1904,3731,MODERN REPUBLICAN,61.08281961940498,NA
CRAWFORD,1904,3731,PROHIBITION,1.554543017957652,NA
CRAWFORD,1904,3731,SOCIAL DEMOCRAT,0.8576789064593943,NA
CRAWFORD,1908,3762,DEMOCRAT,42.15842636895268,NA
CRAWFORD,1908,3762,MODERN REPUBLICAN,54.25305688463583,NA
CRAWFORD,1908,3762,PROHIBITION,1.9138755980861244,NA
CRAWFORD,1908,3762,SOCIAL DEMOCRAT,1.674641148325359,NA
CRAWFORD,1912,3377,DEMOCRAT,44.86230381995854,NA
CRAWFORD,1912,3377,MODERN REPUBLICAN,41.664198993189224,NA
CRAWFORD,1912,3377,INDEPENDENT,0.029612081729345572,NA
CRAWFORD,1912,3377,PROHIBITION,1.8951732306781166,NA
CRAWFORD,1912,3377,SOCIAL DEMOCRAT,2.0432336393248445,NA
CRAWFORD,1912,3377,PROGRESSIVE INDEPENDENT,9.505478235119929,NA
CRAWFORD,1916,3719,DEMOCRAT,47.43210540467867,NA
CRAWFORD,1916,3719,MODERN REPUBLICAN,50.63189029308954,NA
CRAWFORD,1916,3719,PROHIBITION,1.0217800484001076,NA
CRAWFORD,1916,3719,SOCIALIST,0.9142242538316753,NA
CRAWFORD,1920,4838,DEMOCRAT,22.819346837536173,NA
CRAWFORD,1920,4838,MODERN REPUBLICAN,74.41091360066143,NA
CRAWFORD,1920,4838,PROHIBITION,1.322860686233981,NA
CRAWFORD,1920,4838,SOCIALIST,1.4468788755684168,NA
CRAWFORD,1924,5660,DEMOCRAT,16.59010600706714,NA
CRAWFORD,1924,5660,MODERN REPUBLICAN,29.80565371024735,NA
CRAWFORD,1924,5660,PROHIBITION,0.45936395759717313,NA
CRAWFORD,1924,5660,PROGRESSIVE,52.59717314487633,NA
CRAWFORD,1924,5660,WORKERS PARTY OF AMERICA,0.5123674911660777,NA
CRAWFORD,1924,5660,COMMONWEALTH LAND PARTY,0.0353356890459364,NA
DANE,1892,14346,DEMOCRAT,47.630001394116825,NA
DANE,1892,14346,MODERN REPUBLICAN,44.92541474975603,NA
DANE,1892,14346,PEOPLE'S,0.6134114038756449,NA
DANE,1892,14346,PROHIBITION,6.831172452251498,NA
DANE,1896,16186,DEMOCRAT,40.28790312615841,NA
DANE,1896,16186,MODERN REPUBLICAN,56.09786235017916,NA
DANE,1896,16186,PROHIBITION,2.5330532559001604,NA
DANE,1896,16186,SOCIALIST LABOR,0.02471271469170888,NA
DANE,1896,16186,NATIONAL PARTY,0.07413814407512664,NA
DANE,1896,16186,NATIONAL DEMOCRAT,0.9823304089954281,NA
DANE,1900,16087,DEMOCRAT,38.0990862186859,NA
DANE,1900,16087,MODERN REPUBLICAN,58.40740970970349,NA
DANE,1900,16087,PROHIBITION,3.182694100826754,NA
DANE,1900,16087,SOCIALIST LABOR,0.024864797662709017,NA
DANE,1900,16087,SOCIAL DEMOCRAT,0.28594517312115375,NA
DANE,1904,17386,DEMOCRAT,32.664212584838374,NA
DANE,1904,17386,MODERN REPUBLICAN,63.5051190613137,NA
DANE,1904,17386,PEOPLE'S,0.02300701714022777,NA
DANE,1904,17386,PROHIBITION,2.4099850454388587,NA
DANE,1904,17386,SOCIALIST LABOR,0.005751754285056943,NA
DANE,1904,17386,SOCIAL DEMOCRAT,1.39192453698378,NA
DANE,1908,18009,DEMOCRAT,43.41162751957355,NA
DANE,1908,18009,MODERN REPUBLICAN,52.423788105947025,NA
DANE,1908,18009,PROHIBITION,2.7153090121605863,NA
DANE,1908,18009,SOCIALIST LABOR,0.027763895829862845,NA
DANE,1908,18009,SOCIAL DEMOCRAT,1.4215114664889779,NA
DANE,1912,16250,DEMOCRAT,55.489230769230765,NA
DANE,1912,16250,MODERN REPUBLICAN,32.27076923076923,NA
DANE,1912,16250,INDEPENDENT,0.04923076923076923,NA
DANE,1912,16250,PROHIBITION,2.406153846153846,NA
DANE,1912,16250,SOCIAL DEMOCRAT,1.833846153846154,NA
DANE,1912,16250,PROGRESSIVE INDEPENDENT,7.950769230769231,NA
DANE,1916,17273,DEMOCRAT,57.07751982863428,NA
DANE,1916,17273,MODERN REPUBLICAN,40.126208533549466,NA
DANE,1916,17273,PROHIBITION,1.6847102414172408,NA
DANE,1916,17273,SOCIALIST,1.1115613963990043,NA
DANE,1920,29472,DEMOCRAT,16.50040716612378,NA
DANE,1920,29472,MODERN REPUBLICAN,77.50407166123779,NA
DANE,1920,29472,PROHIBITION,1.6625950054288816,NA
DANE,1920,29472,SOCIALIST,4.332926167209554,NA
DANE,1924,39221,DEMOCRAT,5.331327605109508,NA
DANE,1924,39221,MODERN REPUBLICAN,31.309757527854977,NA
DANE,1924,39221,PROHIBITION,0.24221717957216798,NA
DANE,1924,39221,PROGRESSIVE,62.70875296397338,NA
DANE,1924,39221,SOCIALIST LABOR,0.012748272609061471,NA
DANE,1924,39221,WORKERS PARTY OF AMERICA,0.38244817827184413,NA
DANE,1924,39221,COMMONWEALTH LAND PARTY,0.012748272609061471,NA
DODGE,1892,9709,DEMOCRAT,70.14110619013286,NA
DODGE,1892,9709,MODERN REPUBLICAN,27.32516222062004,NA
DODGE,1892,9709,PEOPLE'S,0.48408692965289934,NA
DODGE,1892,9709,PROHIBITION,2.0496446595941906,NA
DODGE,1896,10882,DEMOCRAT,45.0284874104025,NA
DODGE,1896,10882,MODERN REPUBLICAN,51.55302334129755,NA
DODGE,1896,10882,PROHIBITION,1.1027384671935305,NA
DODGE,1896,10882,SOCIALIST LABOR,0.06432641058628928,NA
DODGE,1896,10882,NATIONAL PARTY,0.0827053850395148,NA
DODGE,1896,10882,NATIONAL DEMOCRAT,2.16871898548061,NA
DODGE,1900,10778,DEMOCRAT,53.93393950640193,NA
DODGE,1900,10778,MODERN REPUBLICAN,44.34960103915383,NA
DODGE,1900,10778,PROHIBITION,1.6422341807385417,NA
DODGE,1900,10778,SOCIAL DEMOCRAT,0.07422527370569679,NA
DODGE,1904,9459,DEMOCRAT,52.91257003911618,NA
